Miejscowość;Ulica;Zużycie;Liczba osób;Średnie miesięczne zużycie
STARE BABICE	;KRĘTA	;18;1;1,50
STARE BABICE	;KRĘTA	;23;2;0,96
STARE BABICE	;KRĘTA	;23;3;0,64
STARE BABICE	;KRĘTA	;25;4;0,52
STARE BABICE	;KRĘTA	;8;2;0,33
STARE BABICE	;KRĘTA	;7;3;0,19
STARE BABICE	;KRÓTKA	;120;3;13,33
STARE BABICE	;KRÓTKA	;59;1;9,83
STARE BABICE	;KRÓTKA	;148;2;6,17
STARE BABICE	;KRÓTKA	;207;3;5,75
STARE BABICE	;KRÓTKA	;135;2;5,63
STARE BABICE	;KRÓTKA	;201;3;5,58
STARE BABICE	;KRÓTKA	;65;1;5,42
STARE BABICE	;KRÓTKA	;125;2;5,21
STARE BABICE	;KRÓTKA	;121;2;5,04
STARE BABICE	;KRÓTKA	;115;2;4,79
STARE BABICE	;KRÓTKA	;107;2;4,46
STARE BABICE	;KRÓTKA	;210;4;4,38
STARE BABICE	;KRÓTKA	;201;4;4,19
STARE BABICE	;KRÓTKA	;146;3;4,06
STARE BABICE	;KRÓTKA	;176;4;3,67
STARE BABICE	;KRÓTKA	;132;3;3,67
STARE BABICE	;KRÓTKA	;85;4;3,54
STARE BABICE	;KRÓTKA	;168;4;3,50
STARE BABICE	;KRÓTKA	;166;4;3,46
STARE BABICE	;KRÓTKA	;147;4;3,06
STARE BABICE	;KRÓTKA	;108;3;3,00
STARE BABICE	;KRÓTKA	;200;6;2,78
STARE BABICE	;KRÓTKA	;94;3;2,61
STARE BABICE	;KRÓTKA	;90;3;2,50
STARE BABICE	;KRÓTKA	;120;4;2,50
STARE BABICE	;KRÓTKA	;115;4;2,40
STARE BABICE	;KRÓTKA	;112;4;2,33
STARE BABICE	;KRÓTKA	;107;4;2,23
STARE BABICE	;KRÓTKA	;80;3;2,22
STARE BABICE	;KRÓTKA	;67;3;1,86
STARE BABICE	;KRÓTKA	;78;4;1,63
STARE BABICE	;KRÓTKA	;16;2;1,00
STARE BABICE	;KRÓTKA	;18;2;0,75
STARE BABICE	;KRÓTKA	;31;4;0,65
STARE BABICE	;KRÓTKA	;22;3;0,61
STARE BABICE	;KRÓTKA	;7;2;0,29
STARE BABICE	;KSIĘŻYCOWA;192;1;16,00
STARE BABICE	;KSIĘŻYCOWA;192;2;8,00
STARE BABICE	;KSIĘŻYCOWA;256;4;5,33
STARE BABICE	;KSIĘŻYCOWA;174;3;4,83
STARE BABICE	;KSIĘŻYCOWA;203;4;4,23
STARE BABICE	;KSIĘŻYCOWA;194;4;4,04
STARE BABICE	;KSIĘŻYCOWA;190;4;3,96
STARE BABICE	;KSIĘŻYCOWA;;5;
STARE BABICE	;KSIĘŻYCOWA;159;4;3,31
STARE BABICE	;KSIĘŻYCOWA;155;4;3,23
STARE BABICE	;KSIĘŻYCOWA;75;2;3,13
STARE BABICE	;KSIĘŻYCOWA;106;3;2,94
STARE BABICE	;KSIĘŻYCOWA;122;4;2,54
STARE BABICE	;KSIĘŻYCOWA;115;4;2,40
STARE BABICE	;KSIĘŻYCOWA;112;4;2,33
STARE BABICE	;KSIĘŻYCOWA;76;3;2,11
STARE BABICE	;KSIĘŻYCOWA;63;4;1,31
STARE BABICE	;KSIĘŻYCOWA;49;4;1,02
STARE BABICE	;KSIĘŻYCOWA;23;2;0,96
STARE BABICE	;KSIĘŻYCOWA;31;3;0,86
STARE BABICE	;KSIĘŻYCOWA;28;4;0,58
STARE BABICE	;KSIĘŻYCOWA;21;3;0,58
STARE BABICE	;KSIĘŻYCOWA;20;4;0,42
STARE BABICE	;KUBUSIA PUCHATKA	;29;2;1,21
STARE BABICE	;KUTRZEBY	;349;2;14,54
STARE BABICE	;KUTRZEBY	;434;4;9,04
STARE BABICE	;KUTRZEBY	;216;2;9,00
STARE BABICE	;KUTRZEBY	;265;3;7,36
STARE BABICE	;KUTRZEBY	;84;1;7,00
STARE BABICE	;KUTRZEBY	;165;2;6,88
STARE BABICE	;KUTRZEBY	;142;2;5,92
STARE BABICE	;KUTRZEBY	;209;3;5,81
STARE BABICE	;KUTRZEBY	;52;3;5,78
STARE BABICE	;KUTRZEBY	;134;2;5,58
STARE BABICE	;KUTRZEBY	;115;3;5,48
STARE BABICE	;KUTRZEBY	;125;2;5,21
STARE BABICE	;KUTRZEBY	;168;3;4,67
STARE BABICE	;KUTRZEBY	;106;2;4,42
STARE BABICE	;KUTRZEBY	;103;2;4,29
STARE BABICE	;KUTRZEBY	;57;4;3,56
STARE BABICE	;KUTRZEBY	;;2;
STARE BABICE	;KUTRZEBY	;87;2;3,63
STARE BABICE	;KUTRZEBY	;127;3;3,53
STARE BABICE	;KUTRZEBY	;190;5;3,17
STARE BABICE	;KUTRZEBY	;73;2;3,04
STARE BABICE	;KUTRZEBY	;218;6;3,03
STARE BABICE	;KUTRZEBY	;71;2;2,96
STARE BABICE	;KUTRZEBY	;115;4;2,40
STARE BABICE	;KUTRZEBY	;57;2;2,38
STARE BABICE	;KUTRZEBY	;138;5;2,30
STARE BABICE	;KUTRZEBY	;55;2;2,29
STARE BABICE	;KUTRZEBY	;72;3;2,00
STARE BABICE	;KUTRZEBY	;48;2;2,00
STARE BABICE	;KUTRZEBY	;66;3;1,83
STARE BABICE	;KUTRZEBY	;114;9;1,06
STARE BABICE	;KUTRZEBY	;9;2;0,38
STARE BABICE	;KUTRZEBY	;3;2;0,13
STARE BABICE	;LEŚNYCH SKRZATÓW	;90;2;3,75
STARE BABICE	;LEŚNYCH SKRZATÓW	;63;2;2,63
STARE BABICE	;LEŚNYCH SKRZATÓW	;45;2;1,88
STARE BABICE	;Magiczna	;116;3;6,44
STARE BABICE	;Magiczna	;35;2;1,94
STARE BABICE	;Magiczna	;58;4;1,21
STARE BABICE	;Majowa	;;5;
STARE BABICE	;MAŁEGO KSIĘCIA	;152;3;4,22
STARE BABICE	;MAŁEGO KSIĘCIA	;159;5;3,98
STARE BABICE	;MAŁEGO KSIĘCIA	;178;4;3,71
STARE BABICE	;MAŁEGO KSIĘCIA	;97;5;3,88
STARE BABICE	;MAŁEGO KSIĘCIA	;119;3;3,31
STARE BABICE	;MAŁEGO KSIĘCIA	;158;4;3,29
STARE BABICE	;MAŁEGO KSIĘCIA	;114;3;3,17
STARE BABICE	;MAŁEGO KSIĘCIA	;112;3;3,11
STARE BABICE	;MIĘTOWA;18;5;0,30
STARE BABICE	;MIZIKOWSKIEGO	;186;3;5,17
STARE BABICE	;MIZIKOWSKIEGO	;119;2;4,96
STARE BABICE	;MIZIKOWSKIEGO	;;2;
STARE BABICE	;MIZIKOWSKIEGO	;79;4;1,65
STARE BABICE	;MIZIKOWSKIEGO	;;4;
STARE BABICE	;MIZIKOWSKIEGO	;;4;
STARE BABICE	;OKRĘŻNA	;162;4;13,50
STARE BABICE	;OKRĘŻNA	;130;1;10,83
STARE BABICE	;OKRĘŻNA	;121;1;10,08
STARE BABICE	;OKRĘŻNA	;17;2;8,50
STARE BABICE	;OKRĘŻNA	;143;4;7,15
STARE BABICE	;OKRĘŻNA	;170;2;7,08
STARE BABICE	;OKRĘŻNA	;165;3;4,58
STARE BABICE	;OKRĘŻNA	;53;1;4,42
STARE BABICE	;OKRĘŻNA	;100;2;4,17
STARE BABICE	;OKRĘŻNA	;247;5;4,12
STARE BABICE	;OKRĘŻNA	;190;4;3,96
STARE BABICE	;OKRĘŻNA	;132;3;3,67
STARE BABICE	;OKRĘŻNA	;88;2;3,67
STARE BABICE	;OKRĘŻNA	;43;1;3,58
STARE BABICE	;OKRĘŻNA	;171;4;3,56
STARE BABICE	;OKRĘŻNA	;125;3;3,47
STARE BABICE	;OKRĘŻNA	;315;19;1,38
STARE BABICE	;OKRĘŻNA	;0;2;0,00
STARE BABICE	;OKRĘŻNA	;;4;
STARE BABICE	;OKRĘŻNA	;38;2;4,75
STARE BABICE	;OKRĘŻNA	;23;2;2,88
STARE BABICE	;OKRĘŻNA	;0;2;0,00
STARE BABICE	;OKRĘŻNA	;64;4;5,33
STARE BABICE	;OKRĘŻNA	;196;5;3,27
STARE BABICE	;OKRĘŻNA	;113;3;3,14
STARE BABICE	;OKRĘŻNA	;107;3;2,97
STARE BABICE	;OKRĘŻNA	;70;2;2,92
STARE BABICE	;OKRĘŻNA	;50;2;2,78
STARE BABICE	;OKRĘŻNA	;30;1;2,50
STARE BABICE	;OKRĘŻNA	;109;4;2,27
STARE BABICE	;OKRĘŻNA	;53;2;2,21
STARE BABICE	;OKRĘŻNA	;131;5;2,18
STARE BABICE	;OKRĘŻNA	;25;1;2,08
STARE BABICE	;OKRĘŻNA	;74;3;2,06
STARE BABICE	;OKRĘŻNA	;24;1;2,00
STARE BABICE	;OKRĘŻNA	;29;3;1,61
STARE BABICE	;OKRĘŻNA	;38;4;1,58
STARE BABICE	;OKRĘŻNA	;49;3;1,36
STARE BABICE	;OKRĘŻNA	;19;3;1,27
STARE BABICE	;OKRĘŻNA	;22;3;0,61
STARE BABICE	;OKRĘŻNA	;24;4;0,50
STARE BABICE	;OKRĘŻNA	;23;4;0,48
STARE BABICE	;OKULICKIEGO	;324;4;6,75
STARE BABICE	;OKULICKIEGO	;137;3;3,81
STARE BABICE	;OSIEDLOWA	;318;2;13,25
STARE BABICE	;OSIEDLOWA	;115;1;9,58
STARE BABICE	;OSIEDLOWA	;188;2;8,55
STARE BABICE	;OSIEDLOWA	;277;4;5,77
STARE BABICE	;OSIEDLOWA	;204;3;5,67
STARE BABICE	;OSIEDLOWA	;117;2;4,88
STARE BABICE	;OSIEDLOWA	;205;4;4,27
STARE BABICE	;OSIEDLOWA	;88;2;3,67
STARE BABICE	;OSIEDLOWA	;255;6;3,54
STARE BABICE	;OSIEDLOWA	;127;3;3,53
STARE BABICE	;OSIEDLOWA	;166;4;3,46
STARE BABICE	;OSIEDLOWA	;48;2;6,00
STARE BABICE	;OSIEDLOWA	;57;4;3,56
STARE BABICE	;OSIEDLOWA	;94;5;4,70
STARE BABICE	;OSIEDLOWA	;54;2;6,75
STARE BABICE	;OSIEDLOWA	;38;3;3,17
STARE BABICE	;OSIEDLOWA	;69;2;8,63
STARE BABICE	;OSIEDLOWA	;54;4;3,38
STARE BABICE	;OSIEDLOWA	;37;4;2,31
STARE BABICE	;OSIEDLOWA	;;1;
STARE BABICE	;OSIEDLOWA	;26;3;2,17
STARE BABICE	;OSIEDLOWA	;53;4;3,31
STARE BABICE	;OSIEDLOWA	;33;4;4,13
STARE BABICE	;OSIEDLOWA	;75;3;6,25
STARE BABICE	;OSIEDLOWA	;142;4;2,96
STARE BABICE	;OSIEDLOWA	;202;6;2,81
STARE BABICE	;OSIEDLOWA	;130;4;2,71
STARE BABICE	;OSIEDLOWA	;30;1;2,50
STARE BABICE	;OSIEDLOWA	;58;2;2,42
STARE BABICE	;OSIEDLOWA	;144;5;2,40
STARE BABICE	;OSIEDLOWA	;86;3;2,39
STARE BABICE	;OSIEDLOWA	;23;2;2,30
STARE BABICE	;OSIEDLOWA	;51;2;2,13
STARE BABICE	;OSIEDLOWA	;50;2;2,08
STARE BABICE	;OSIEDLOWA	;46;2;1,92
STARE BABICE	;OSIEDLOWA	;38;2;1,58
STARE BABICE	;OSIEDLOWA	;36;10;0,30
STARE BABICE	;OŻAROWSKA	;86;2;8,60
STARE BABICE	;OŻAROWSKA	;204;2;8,50
STARE BABICE	;OŻAROWSKA	;425;6;5,90
STARE BABICE	;OŻAROWSKA	;64;1;5,33
STARE BABICE	;OŻAROWSKA	;61;1;5,08
STARE BABICE	;OŻAROWSKA	;172;3;4,78
STARE BABICE	;OŻAROWSKA	;170;3;4,72
STARE BABICE	;OŻAROWSKA	;223;4;4,65
STARE BABICE	;OŻAROWSKA	;55;1;4,58
STARE BABICE	;OŻAROWSKA	;100;2;4,17
STARE BABICE	;OŻAROWSKA	;250;5;4,17
STARE BABICE	;OŻAROWSKA	;135;3;3,75
STARE BABICE	;OŻAROWSKA	;44;1;3,67
STARE BABICE	;OŻAROWSKA	;130;3;3,61
STARE BABICE	;OŻAROWSKA	;127;3;3,53
STARE BABICE	;OŻAROWSKA	;167;4;3,48
STARE BABICE	;OŻAROWSKA	;124;3;3,44
STARE BABICE	;OŻAROWSKA	;121;3;3,36
STARE BABICE	;OŻAROWSKA	;72;2;9,00
STARE BABICE	;OŻAROWSKA	;86;4;1,79
STARE BABICE	;OŻAROWSKA	;107;3;2,97
STARE BABICE	;OŻAROWSKA	;70;2;2,92
STARE BABICE	;OŻAROWSKA	;165;5;2,75
STARE BABICE	;OŻAROWSKA	;162;5;2,70
STARE BABICE	;OŻAROWSKA	;46;2;1,92
STARE BABICE	;OŻAROWSKA	;109;5;1,82
STARE BABICE	;OŻAROWSKA	;64;4;1,33
STARE BABICE	;OŻAROWSKA	;50;4;1,04
STARE BABICE	;OŻAROWSKA	;12;1;1,00
STARE BABICE	;OŻAROWSKA	;7;1;0,58
STARE BABICE	;PIŁSUDSKIEGO	;159;3;4,42
STARE BABICE	;PIŁSUDSKIEGO	;120;1;10,00
STARE BABICE	;PIŁSUDSKIEGO	;77;1;6,42
STARE BABICE	;PIŁSUDSKIEGO	;73;1;6,08
STARE BABICE	;PIŁSUDSKIEGO	;179;3;4,97
STARE BABICE	;PIŁSUDSKIEGO	;50;1;4,17
STARE BABICE	;PIŁSUDSKIEGO	;149;3;4,14
STARE BABICE	;PIŁSUDSKIEGO	;95;2;3,96
STARE BABICE	;PIŁSUDSKIEGO	;218;5;3,63
STARE BABICE	;PIŁSUDSKIEGO	;;4;
STARE BABICE	;PIŁSUDSKIEGO	;157;4;3,27
STARE BABICE	;PIŁSUDSKIEGO	;3;1;0,75
STARE BABICE	;PIŁSUDSKIEGO	;96;5;4,80
STARE BABICE	;PIŁSUDSKIEGO	;113;3;3,14
STARE BABICE	;PIŁSUDSKIEGO	;148;4;3,08
STARE BABICE	;PIŁSUDSKIEGO	;64;2;2,67
STARE BABICE	;PIŁSUDSKIEGO	;180;6;2,50
STARE BABICE	;PIŁSUDSKIEGO	;50;2;2,08
STARE BABICE	;PIŁSUDSKIEGO	;68;3;1,89
STARE BABICE	;PIŁSUDSKIEGO	;43;2;1,79
STARE BABICE	;PIŁSUDSKIEGO	;58;3;1,61
STARE BABICE	;PIŁSUDSKIEGO	;150;8;1,56
STARE BABICE	;PIŁSUDSKIEGO	;132;8;1,38
STARE BABICE	;PIŁSUDSKIEGO	;43;3;1,19
STARE BABICE	;PIŁSUDSKIEGO	;43;3;1,19
STARE BABICE	;PIŁSUDSKIEGO	;44;5;0,73
STARE BABICE	;PIŁSUDSKIEGO	;9;3;0,25
STARE BABICE	;POGODNA	;358;4;7,46
STARE BABICE	;POGODNA	;158;2;6,58
STARE BABICE	;POGODNA	;217;4;4,52
STARE BABICE	;POGODNA	;107;2;4,46
STARE BABICE	;POGODNA	;132;3;3,67
STARE BABICE	;POGODNA	;189;5;3,15
STARE BABICE	;POGODNA	;184;5;3,07
STARE BABICE	;POGODNA	;101;3;2,81
STARE BABICE	;POGODNA	;45;2;1,88
STARE BABICE	;POGODNA	;10;2;1,67
STARE BABICE	;POGODNA	;44;4;1,22
STARE BABICE	;POGODNA	;22;3;0,61
STARE BABICE	;POGODNA	;-17;6;-0,24
STARE BABICE	;POGODNA	;-16;3;-0,44
STARE BABICE	;POHULANKA	;246;2;41,00
STARE BABICE	;POHULANKA	;181;1;15,08
STARE BABICE	;POHULANKA	;149;5;14,90
STARE BABICE	;POHULANKA	;104;1;13,00
STARE BABICE	;POHULANKA	;209;2;8,71
STARE BABICE	;POHULANKA	;78;2;7,80
STARE BABICE	;POHULANKA	;52;1;4,33
STARE BABICE	;POHULANKA	;49;1;4,08
STARE BABICE	;POHULANKA	;233;5;3,88
STARE BABICE	;POHULANKA	;138;3;3,83
STARE BABICE	;POHULANKA	;45;1;3,75
STARE BABICE	;POHULANKA	;135;3;3,75
STARE BABICE	;POHULANKA	;134;3;3,72
STARE BABICE	;POHULANKA	;213;5;3,55
STARE BABICE	;POHULANKA	;49;2;3,50
STARE BABICE	;POHULANKA	;124;3;3,44
STARE BABICE	;POHULANKA	;123;3;3,42
STARE BABICE	;POHULANKA	;159;4;3,31
STARE BABICE	;POHULANKA	;194;5;3,23
STARE BABICE	;POHULANKA	;155;4;3,23
STARE BABICE	;POHULANKA	;150;4;3,13
STARE BABICE	;POHULANKA	;;2;
STARE BABICE	;POHULANKA	;37;1;3,08
STARE BABICE	;POHULANKA	;;2;
STARE BABICE	;POHULANKA	;;1;
STARE BABICE	;POHULANKA	;;1;
STARE BABICE	;POHULANKA	;;1;
STARE BABICE	;POHULANKA	;163;4;3,40
STARE BABICE	;POHULANKA	;143;4;2,98
STARE BABICE	;POHULANKA	;210;6;2,92
STARE BABICE	;POHULANKA	;68;2;2,83
STARE BABICE	;POHULANKA	;34;1;2,83
STARE BABICE	;POHULANKA	;68;2;2,83
STARE BABICE	;POHULANKA	;67;3;2,79
STARE BABICE	;POHULANKA	;67;2;2,79
STARE BABICE	;POHULANKA	;100;3;2,78
STARE BABICE	;POHULANKA	;132;4;2,75
STARE BABICE	;POHULANKA	;130;4;2,71
STARE BABICE	;POHULANKA	;113;4;2,35
STARE BABICE	;POHULANKA	;169;6;2,35
STARE BABICE	;POHULANKA	;181;7;2,15
STARE BABICE	;POHULANKA	;47;2;1,96
STARE BABICE	;POHULANKA	;93;4;1,94
STARE BABICE	;POHULANKA	;23;1;1,92
STARE BABICE	;POHULANKA	;44;2;1,83
STARE BABICE	;POHULANKA	;41;2;1,71
STARE BABICE	;POHULANKA	;41;2;1,71
STARE BABICE	;POHULANKA	;39;2;1,63
STARE BABICE	;POHULANKA	;37;2;1,54
STARE BABICE	;POHULANKA	;47;3;1,31
STARE BABICE	;POHULANKA	;23;2;0,96
STARE BABICE	;POHULANKA	;33;3;0,92
STARE BABICE	;POHULANKA	;21;2;0,88
STARE BABICE	;POHULANKA	;30;3;0,83
STARE BABICE	;POHULANKA	;18;2;0,75
STARE BABICE	;POHULANKA	;33;5;0,60
STARE BABICE	;POHULANKA	;1;2;0,04
STARE BABICE	;POLNA	;125;1;125,00
STARE BABICE	;POLNA	;151;1;50,33
STARE BABICE	;POLNA	;943;5;17,15
STARE BABICE	;POLNA	;174;1;14,50
STARE BABICE	;POLNA	;150;1;12,50
STARE BABICE	;POLNA	;133;1;11,08
STARE BABICE	;POLNA	;531;4;11,06
STARE BABICE	;POLNA	;262;2;10,92
STARE BABICE	;POLNA	;160;4;8,00
STARE BABICE	;POLNA	;285;3;7,92
STARE BABICE	;POLNA	;78;1;6,50
STARE BABICE	;POLNA	;150;2;6,25
STARE BABICE	;POLNA	;149;2;6,21
STARE BABICE	;POLNA	;143;2;5,96
STARE BABICE	;POLNA	;47;1;5,88
STARE BABICE	;POLNA	;70;1;5,83
STARE BABICE	;POLNA	;318;5;5,30
STARE BABICE	;POLNA	;177;3;4,92
STARE BABICE	;POLNA	;174;3;4,83
STARE BABICE	;POLNA	;116;2;4,83
STARE BABICE	;POLNA	;55;1;4,58
STARE BABICE	;POLNA	;152;3;4,22
STARE BABICE	;POLNA	;145;3;4,03
STARE BABICE	;POLNA	;143;3;3,97
STARE BABICE	;POLNA	;136;3;3,78
STARE BABICE	;POLNA	;86;2;3,58
STARE BABICE	;POLNA	;39;1;3,25
STARE BABICE	;POLNA	;194;5;3,23
STARE BABICE	;POLNA	;75;2;3,13
STARE BABICE	;POLNA	;73;2;3,04
STARE BABICE	;POLNA	;1612;54;29,85
STARE BABICE	;POLNA	;71;2;2,96
STARE BABICE	;POLNA	;;1;
STARE BABICE	;POLNA	;21;2;2,63
STARE BABICE	;POLNA	;;3;
STARE BABICE	;POLNA	;67;2;2,79
STARE BABICE	;POLNA	;66;2;2,75
STARE BABICE	;POLNA	;99;3;2,75
STARE BABICE	;POLNA	;120;4;2,50
STARE BABICE	;POLNA	;59;2;2,46
STARE BABICE	;POLNA	;55;2;2,29
STARE BABICE	;POLNA	;68;3;1,89
STARE BABICE	;POLNA	;42;2;1,75
STARE BABICE	;POLNA	;55;3;1,53
STARE BABICE	;POLNA	;34;2;1,42
STARE BABICE	;POLNA	;8;1;0,67
STARE BABICE	;POLNA	;15;4;0,31
STARE BABICE	;Romantyczna	;170;4;3,54
STARE BABICE	;Romantyczna	;131;4;3,28
STARE BABICE	;Romantyczna	;76;4;1,58
STARE BABICE	;RYNEK	;320;3;26,67
STARE BABICE	;RYNEK	;675;8;16,88
STARE BABICE	;RYNEK	;108;1;9,00
STARE BABICE	;RYNEK	;98;1;8,17
STARE BABICE	;RYNEK	;87;1;7,25
STARE BABICE	;RYNEK	;65;1;5,42
STARE BABICE	;RYNEK	;259;4;5,40
STARE BABICE	;RYNEK	;118;2;4,92
STARE BABICE	;RYNEK	;160;3;4,44
STARE BABICE	;RYNEK	;87;2;3,63
STARE BABICE	;RYNEK	;189;6;3,50
STARE BABICE	;RYNEK	;161;4;3,35
STARE BABICE	;RYNEK	;197;5;3,28
STARE BABICE	;RYNEK	;100;3;2,78
STARE BABICE	;RYNEK	;;1;
STARE BABICE	;RYNEK	;47;4;2,94
STARE BABICE	;RYNEK	;;3;
STARE BABICE	;RYNEK	;28;1;2,33
STARE BABICE	;RYNEK	;47;2;1,96
STARE BABICE	;RYNEK	;103;5;1,72
STARE BABICE	;RYNEK	;59;3;1,64
STARE BABICE	;RYNEK	;37;3;1,03
STARE BABICE	;SIENKIEWICZA	;145;3;4,03
STARE BABICE	;SIENKIEWICZA	;;5;
STARE BABICE	;SIENKIEWICZA	;;1;
STARE BABICE	;SIENKIEWICZA	;;2;
STARE BABICE	;SIENKIEWICZA	;;1;
STARE BABICE	;SIENKIEWICZA	;0;1;0,00
STARE BABICE	;SIENKIEWICZA	;153;1;38,25
STARE BABICE	;SIENKIEWICZA	;0;2;0,00
STARE BABICE	;SIENKIEWICZA	;;2;
STARE BABICE	;SIENKIEWICZA	;0;2;0,00
STARE BABICE	;SIENKIEWICZA	;43;6;1,79
STARE BABICE	;SIENKIEWICZA	;221;4;55,25
STARE BABICE	;SIENKIEWICZA	;515;1;42,92
STARE BABICE	;SIENKIEWICZA	;314;1;26,17
STARE BABICE	;SIENKIEWICZA	;224;1;18,67
STARE BABICE	;SIENKIEWICZA	;221;1;18,42
STARE BABICE	;SIENKIEWICZA	;327;2;13,63
STARE BABICE	;SIENKIEWICZA	;144;1;12,00
STARE BABICE	;SIENKIEWICZA	;113;2;11,30
STARE BABICE	;SIENKIEWICZA	;127;1;10,58
STARE BABICE	;SIENKIEWICZA	;118;1;9,83
STARE BABICE	;SIENKIEWICZA	;115;1;9,58
STARE BABICE	;SIENKIEWICZA	;111;1;9,25
STARE BABICE	;SIENKIEWICZA	;111;1;9,25
STARE BABICE	;SIENKIEWICZA	;219;2;9,13
STARE BABICE	;SIENKIEWICZA	;314;3;8,72
STARE BABICE	;SIENKIEWICZA	;314;3;8,72
STARE BABICE	;SIENKIEWICZA	;189;2;7,88
STARE BABICE	;SIENKIEWICZA	;90;2;7,50
STARE BABICE	;SIENKIEWICZA	;90;1;7,50
STARE BABICE	;SIENKIEWICZA	;177;2;7,38
STARE BABICE	;SIENKIEWICZA	;171;2;7,13
STARE BABICE	;SIENKIEWICZA	;162;2;6,75
STARE BABICE	;SIENKIEWICZA	;159;2;6,63
STARE BABICE	;SIENKIEWICZA	;52;1;6,50
STARE BABICE	;SIENKIEWICZA	;77;1;6,42
STARE BABICE	;SIENKIEWICZA	;205;4;6,41
STARE BABICE	;SIENKIEWICZA	;228;3;6,33
STARE BABICE	;SIENKIEWICZA	;73;1;6,08
STARE BABICE	;SIENKIEWICZA	;139;2;5,79
STARE BABICE	;SIENKIEWICZA	;332;5;5,53
STARE BABICE	;SIENKIEWICZA	;189;3;5,25
STARE BABICE	;SIENKIEWICZA	;186;3;5,17
STARE BABICE	;SIENKIEWICZA	;123;2;5,13
STARE BABICE	;SIENKIEWICZA	;428;7;5,10
STARE BABICE	;SIENKIEWICZA	;122;2;5,08
STARE BABICE	;SIENKIEWICZA	;358;6;4,97
STARE BABICE	;SIENKIEWICZA	;119;2;4,96
STARE BABICE	;SIENKIEWICZA	;174;3;4,83
STARE BABICE	;SIENKIEWICZA	;168;3;4,67
STARE BABICE	;SIENKIEWICZA	;167;3;4,64
STARE BABICE	;SIENKIEWICZA	;166;3;4,61
STARE BABICE	;SIENKIEWICZA	;110;2;4,58
STARE BABICE	;SIENKIEWICZA	;108;2;4,50
STARE BABICE	;SIENKIEWICZA	;54;1;4,50
STARE BABICE	;SIENKIEWICZA	;53;1;4,42
STARE BABICE	;SIENKIEWICZA	;106;2;4,42
STARE BABICE	;SIENKIEWICZA	;53;1;4,42
STARE BABICE	;SIENKIEWICZA	;315;6;4,38
STARE BABICE	;SIENKIEWICZA	;102;2;4,25
STARE BABICE	;SIENKIEWICZA	;153;3;4,25
STARE BABICE	;SIENKIEWICZA	;102;2;4,25
STARE BABICE	;SIENKIEWICZA	;100;2;4,17
STARE BABICE	;SIENKIEWICZA	;198;4;4,13
STARE BABICE	;SIENKIEWICZA	;147;3;4,08
STARE BABICE	;SIENKIEWICZA	;147;3;4,08
STARE BABICE	;SIENKIEWICZA	;98;2;4,08
STARE BABICE	;SIENKIEWICZA	;243;5;4,05
STARE BABICE	;SIENKIEWICZA	;94;2;3,92
STARE BABICE	;SIENKIEWICZA	;186;4;3,88
STARE BABICE	;SIENKIEWICZA	;139;3;3,86
STARE BABICE	;SIENKIEWICZA	;91;2;3,79
STARE BABICE	;SIENKIEWICZA	;177;4;3,69
STARE BABICE	;SIENKIEWICZA	;175;4;3,65
STARE BABICE	;SIENKIEWICZA	;129;3;3,58
STARE BABICE	;SIENKIEWICZA	;43;1;3,58
STARE BABICE	;SIENKIEWICZA	;171;4;3,56
STARE BABICE	;SIENKIEWICZA	;127;3;3,53
STARE BABICE	;SIENKIEWICZA	;124;3;3,44
STARE BABICE	;SIENKIEWICZA	;123;3;3,42
STARE BABICE	;SIENKIEWICZA	;163;4;3,40
STARE BABICE	;SIENKIEWICZA	;198;5;3,30
STARE BABICE	;SIENKIEWICZA	;118;3;3,28
STARE BABICE	;SIENKIEWICZA	;155;4;3,23
STARE BABICE	;SIENKIEWICZA	;116;3;3,22
STARE BABICE	;SIENKIEWICZA	;77;2;3,21
STARE BABICE	;SIENKIEWICZA	;115;3;3,19
STARE BABICE	;SIENKIEWICZA	;151;4;3,15
STARE BABICE	;SIENKIEWICZA	;148;4;3,08
STARE BABICE	;SIENKIEWICZA	;74;2;3,08
STARE BABICE	;SIENKIEWICZA	;109;3;3,03
STARE BABICE	;SIENKIEWICZA	;326;9;3,02
STARE BABICE	;SIENKIEWICZA	;70;2;2,92
STARE BABICE	;SIENKIEWICZA	;29;1;2,90
STARE BABICE	;SIENKIEWICZA	;139;4;2,90
STARE BABICE	;SIENKIEWICZA	;172;5;2,87
STARE BABICE	;SIENKIEWICZA	;68;2;2,83
STARE BABICE	;SIENKIEWICZA	;34;1;2,83
STARE BABICE	;SIENKIEWICZA	;102;3;2,83
STARE BABICE	;SIENKIEWICZA	;169;5;2,82
STARE BABICE	;SIENKIEWICZA	;101;3;2,81
STARE BABICE	;SIENKIEWICZA	;163;5;2,72
STARE BABICE	;SIENKIEWICZA	;125;4;2,60
STARE BABICE	;SIENKIEWICZA	;187;6;2,60
STARE BABICE	;SIENKIEWICZA	;90;3;2,50
STARE BABICE	;SIENKIEWICZA	;60;2;2,50
STARE BABICE	;SIENKIEWICZA	;30;1;2,50
STARE BABICE	;SIENKIEWICZA	;119;4;2,48
STARE BABICE	;SIENKIEWICZA	;119;4;2,48
STARE BABICE	;SIENKIEWICZA	;116;4;2,42
STARE BABICE	;SIENKIEWICZA	;58;2;2,42
